z_mean,z_std,grp_mean,grp_std,row_mean,row_std,x_mean,x_std,av_ionrad_mean,av_ionrad_std,atom_rad_mean,atom_rad_std,atom_mass_mean,atom_mass_std,cal_atom_rad_mean,cal_atom_rad_std,cov_rad_mean,cov_rad_std,bp_mean,bp_std,rho_mean,rho_std,mp_mean,mp_std,mol_vol_mean,mol_vol_std,k_mean,k_std,vdw_mean,vdw_std,iupac_mean,iupac_std,val_mean,val_std,heat_fus_mean,heat_fus_std,heat_vap_mean,heat_vap_std,spec_heat_mean,spec_heat_std,ea_mean,ea_std,ie_mean,ie_std,p_mean,p_std,pet_mn_mean,pet_mn_std,mn_mean,mn_std,rsp_mean,rsp_std,av_rsp_mean,av_rsp_std,gtf,of,rho,Ehull,Ef,Eg
27.4,23.91317628,12.4,5.589275445,3.7,2.19317122,2.567,1.110558868,1.2569,0.171558999,1.12,0.662268828,64.43744,59.70763169,1.158,0.887668857,1.163,0.646947448,848.72,934.3477862,2.7535,1.828227789,433.158,465.4437666,22.764,8.418603447,7.415948,9.327600933,1.937,0.544059739,73.7,34.49652156,2.4,0.916515139,0.047999952,0.064549558,0.56198856,0.694641542,0.6313,0.352419083,1.02158976,0.593425066,10.641056,3.754600399,11.8512,16.00743518,74,38.60828927,65,33.43052497,1.4371,1.264095048,0.71855,0.632047524,0.854932358,0.80515873,6.724,0,-2.633,0
29.6,26.81865023,11.4,5.919459435,3.8,2.271563338,2.512,1.147796149,1.2559,0.174055422,1.12,0.662268828,70.356228,67.51925581,1.225,0.922716099,1.194,0.664277051,1235.82,1733.365643,3.7488,4.484188529,671.78,976.5774704,22.03,9.079444917,10.715948,17.16009564,1.988,0.576156229,70.2,34.64332548,2.4,0.916515139,0.064886752,0.109566929,1.25507256,2.233600708,0.6246,0.360955454,0.94918976,0.629122044,10.535176,3.824703199,12.5012,15.91269685,70.4,38.81288446,61.3,33.05767687,1.5396,1.326541383,0.7698,0.663270691,0.856815884,0.801190476,7.287,0.362,-2.96,0
22.8,19.74234029,11.4,5.8685603,3.3,1.676305461,2.641,1.041704853,1.2168,0.220909846,1.075,0.625399872,52.24354,49.27734527,1.14,0.850399906,1.112,0.60059637,1287.32,1631.302744,3.3748,3.011278327,703.58,934.5751482,19.695,9.899045661,25.515948,44.56272906,1.937,0.516101734,72.9,33.15554252,2.5,1.204159458,0.069548752,0.111775958,1.29236856,1.976733402,0.6624,0.320668115,0.99548976,0.593564137,10.712659,3.635558325,10.5412,15.09725223,75.1,34.72016705,64.5,30.8196366,1.4424,1.244583481,0.7212,0.62229174,0.937581315,0.646031746,6.302,0.001,-2.59,0.864
26.1,24.78890881,11.5,5.783597496,3.4,1.8,2.615,1.056524964,1.2105,0.233933858,1.065,0.620100798,61.27024,62.85267094,1.138,0.84863184,1.109,0.598522347,1383.02,1854.00615,4.4488,5.855036359,759.88,1071.832267,19.643,9.954305651,16.415948,25.80149366,1.94,0.519153157,73.1,33.06493611,2.6,1.496662955,0.066440752,0.103415654,1.40114856,2.255029488,0.651,0.336715904,0.93568976,0.64350798,10.786766,3.567932502,10.2312,15.07950493,75.3,34.61517008,64.9,30.65436347,1.4384,1.240528613,0.7192,0.620264307,0.952040954,0.621031746,7.492,0.002,-2.543,0
26,24.59268184,11.4,5.8685603,3.4,1.8,2.661,1.034170682,1.216,0.222516966,1.065,0.620100798,61.03354,62.38443254,1.143,0.853124258,1.12,0.606745416,1378.92,1844.100067,4.2718,5.356977409,783.48,1131.916743,19.704,9.889699894,28.615948,52.68707568,1.941,0.520200923,72.8,33.20481893,2.5,1.204159458,0.068512752,0.108971815,1.49956856,2.516786517,0.6505,0.337481629,1.00218976,0.59110577,10.789816,3.565418789,10.3712,15.08042217,75,34.7764288,64.6,30.77401501,1.4439,1.246130447,0.72195,0.623065223,0.939393067,0.642857143,7.121,0,-2.688,2.506
26.6,23.32466506,11.6,5.782732918,3.7,2.19317122,2.578,1.105918623,1.239,0.192572064,1.115,0.656905625,62.38404,58.5385824,1.217,0.917181007,1.176,0.65130945,1326.22,1678.820787,3.3775,3.015320621,680.98,909.9297575,20.976,8.970270007,18.615948,40.77311497,1.972,0.559102853,70.5,34.55213452,2.5,1.204159458,0.065611952,0.109796524,1.24885656,1.929802413,0.6415,0.340116818,0.99388976,0.595855512,10.537429,3.80506474,12.0512,15.55575459,71.7,37.48879833,61.7,32.76598846,1.5314,1.318753138,0.7657,0.659376569,0.889951326,0.734126984,6.599,0.008,-3.073,0.804
26.5,23.26048151,11.5,5.886425061,3.7,2.19317122,2.522,1.13934016,1.2435,0.181907257,1.115,0.656905625,62.080678,58.37152285,1.225,0.923431102,1.186,0.657559123,1336.72,1701.39145,3.2065,2.644744307,666.38,874.7639794,21.121,8.791594224,10.115948,16.3146566,1.983,0.569386512,70.2,34.68083044,2.4,0.916515139,0.056080752,0.083750099,1.34209656,2.174546743,0.6429,0.338531668,1.00841976,0.591437506,10.504071,3.836452663,12.3412,15.5939958,71.4,37.62499169,61.4,32.88525505,1.5354,1.322407895,0.7677,0.661203947,0.880880475,0.751984127,6.472,0.005,-3.428,2.651
29.9,27.27068023,11.7,5.692978131,3.8,2.271563338,2.552,1.118425679,1.2327,0.208056747,1.105,0.652476053,71.41074,69.03547359,1.215,0.915710107,1.173,0.649693004,1421.92,1893.986256,4.4515,5.856621249,737.28,1051.622853,20.924,9.0385875,9.515948,14.72233533,1.975,0.561733923,70.7,34.47912412,2.6,1.496662955,0.062503952,0.101152054,1.35763656,2.216142341,0.6301,0.354615975,0.93408976,0.645473909,10.611536,3.743974789,11.7412,15.56862695,71.9,37.40975809,62.1,32.64490772,1.5274,1.315197719,0.7637,0.657598859,0.902968957,0.709126984,7.676,0,-3.011,0
27.5,24.06345777,12.5,5.536244214,3.7,2.19317122,2.567,1.110558868,1.2445,0.179589114,1.115,0.656905625,64.96604,60.49833983,1.16,0.890280855,1.161,0.644444722,1021.02,1211.611523,3.0192,2.302441522,481.758,550.104883,21.857,8.186515803,7.115948,9.157713031,1.933,0.537588132,73.6,34.59248473,2.4,0.916515139,0.048725152,0.06512682,0.69666856,0.991336287,0.6371,0.345383975,1.02368976,0.590238191,10.689026,3.693352069,11.4312,15.63689832,74.9,37.37766713,65.2,33.19578286,1.4359,1.262604249,0.71795,0.631302125,0.878889785,0.755952381,6.832,0,-3.066,3.484
29.7,26.94457274,11.5,5.886425061,3.8,2.271563338,2.512,1.147796149,1.2435,0.181907257,1.115,0.656905625,70.884828,68.17360489,1.227,0.92508432,1.192,0.661933531,1408.12,1861.7622,4.0145,4.64089048,720.38,1008.209789,21.123,8.78925486,10.415948,17.12625035,1.984,0.570406872,70.1,34.72880649,2.4,0.916515139,0.065611952,0.109796524,1.38975256,2.302716609,0.6304,0.354199718,0.95128976,0.626359672,10.583146,3.765944508,12.0812,15.55745895,71.3,37.67505806,61.5,32.84280743,1.5384,1.325213658,0.7692,0.662606829,0.880880475,0.751984127,7.444,0,-3.554,3.294
31.6,30.38157336,11.6,5.782732918,4.1,2.7,2.5,1.158887397,1.2606,0.145733455,1.145,0.678030235,76.592931,78.72347068,1.202,0.907058984,1.218,0.68604373,1255.02,1534.095539,4.2545,5.302952428,531.91,606.2861411,21.287,8.609501786,7.415948,9.736741712,1.913,0.536209847,67.7,36.60614702,2.5,1.204159458,0.042819952,0.052157459,1.06237656,1.478027283,0.628,0.357579641,0.97198976,0.608383311,10.447591,3.894886277,13.2612,16.03029934,70.6,38.08989367,58.7,34.99728561,1.4988,1.292740484,0.7494,0.646370242,0.848034735,0.81984127,7.295,0,-3.628,0.918
32.4,31.31517204,11,6.212889827,3.9,2.467792536,2.51,1.148006969,1.2381,0.184787689,1.12,0.657723346,78.716931,81.12101115,1.177,0.878624493,1.197,0.665928675,1390.32,1769.722951,4.7954,5.890606373,624.01,798.688771,20.641,8.925881973,8.615948,10.78730105,1.887,0.497996988,68.7,35.96679024,2.6,1.280624847,0.058877952,0.083625037,1.39907656,2.14878375,0.6184,0.368974579,0.97608976,0.602841793,10.515088,3.825049832,12.5312,15.71044076,72.9,36.02624044,60.5,33.76166465,1.4898,1.282530842,0.7449,0.641265421,0.891787961,0.730555556,8.046,0.076,-3.57,0
26.9,23.81785045,11.9,5.769748695,3.7,2.19317122,2.581,1.10221096,1.2356,0.195712136,1.11,0.65184354,63.152072,59.81466939,1.21,0.908889432,1.172,0.646587968,1273.22,1615.816065,3.4669,3.15798852,695.88,925.6943608,20.86,8.990910966,19.115948,40.70725925,1.976,0.56505221,70.2,34.82757528,2.5,1.204159458,0.072863952,0.114365986,1.20741656,1.892409528,0.634,0.349582894,1.01458976,0.568631837,10.524569,3.820058664,12.0612,15.56314162,71.3,37.98170612,62.3,32.17467949,1.528,1.315000913,0.764,0.657500456,0.896929727,0.720634921,6.859,0,-3.09,0
26.8,23.75626233,11.8,5.878775383,3.7,2.19317122,2.525,1.135889519,1.2401,0.185310793,1.11,0.65184354,62.84871,59.65508953,1.218,0.915257341,1.182,0.652944102,1283.72,1639.593909,3.2959,2.811757509,681.28,891.3949661,21.005,8.814562099,10.615948,16.41042571,1.987,0.575153023,69.9,34.9526823,2.4,0.916515139,0.063332752,0.090424675,1.30065656,2.143235344,0.6354,0.348071027,1.02911976,0.563467085,10.491211,3.851213002,12.3512,15.60117883,71,38.11298991,62,32.30170274,1.532,1.318676382,0.766,0.659338191,0.887716799,0.738492063,6.704,0,-3.479,2.857
30.2,27.65791026,12,5.674504384,3.8,2.271563338,2.555,1.114829583,1.2293,0.210864909,1.1,0.647302093,72.178772,70.02185422,1.208,0.907389663,1.169,0.644941083,1368.92,1841.127496,4.5409,5.91512589,752.18,1064.504942,20.808,9.058406924,10.015948,14.84860968,1.979,0.567634566,70.4,34.75686982,2.6,1.496662955,0.069755952,0.10630672,1.31619656,2.185721627,0.6226,0.363469724,0.95478976,0.622423217,10.598676,3.759465889,11.7512,15.57620689,71.5,37.9058043,62.7,32.04387617,1.524,1.31142495,0.762,0.655712475,0.910153826,0.695634921,7.952,0,-3.054,0
27.1,23.95182665,12.1,5.593746508,3.7,2.19317122,2.585,1.100747473,1.2242,0.223549905,1.095,0.645542408,63.665072,60.11492002,1.198,0.900453219,1.164,0.64246712,1224.32,1508.810711,3.6759,3.635092336,666.98,858.6384592,20.739,9.151306409,17.215948,35.12850066,1.977,0.565898401,70.8,34.64621191,2.5,1.204159458,0.062193152,0.087748748,1.18669656,1.837803578,0.6327,0.351025939,1.04478976,0.561648025,10.551376,3.796749272,11.7412,15.5775526,71.9,37.78213864,62.9,31.99515588,1.5165,1.304991054,0.75825,0.652495527,0.921148104,0.675396825,7.067,0,-2.867,0.084
27.8,24.53079697,12.8,5.473572873,3.7,2.19317122,2.57,1.106896562,1.2411,0.183054336,1.11,0.65184354,65.734072,61.70179941,1.153,0.881283723,1.157,0.639578768,968.02,1108.184824,3.1086,2.499206682,496.658,580.9389674,21.741,8.221567308,7.615948,9.486714919,1.937,0.544059739,73.3,34.89426887,2.4,0.916515139,0.055977152,0.074234298,0.65522856,0.891099749,0.6296,0.354616469,1.04438976,0.561645596,10.676166,3.709323267,11.4412,15.64464333,74.5,37.9058043,65.8,32.54781099,1.4325,1.258426657,0.71625,0.629213328,0.885695126,0.742460317,7.099,0,-3.111,3.416
30,27.33861738,11.8,5.878775383,3.8,2.271563338,2.515,1.144397221,1.2401,0.185310793,1.11,0.65184354,71.65286,69.17811571,1.22,0.916940565,1.188,0.657385732,1355.12,1807.556973,4.1039,4.722785395,735.28,1021.885877,21.007,8.81225516,10.915948,17.20879145,1.988,0.576156229,69.8,34.99942857,2.4,0.916515139,0.072863952,0.114365986,1.34831256,2.274039954,0.6229,0.363069814,0.97198976,0.601987087,10.570286,3.781249052,12.0912,15.56482589,70.9,38.1613679,62.1,32.25662723,1.535,1.321497787,0.7675,0.660748893,0.887716799,0.738492063,7.697,0.001,-3.601,3.383
31.9,30.71302655,11.9,5.769748695,4.1,2.7,2.503,1.155552249,1.2572,0.150347464,1.14,0.673349835,77.360963,79.53985237,1.195,0.898557177,1.214,0.681809358,1202.02,1462.30101,4.3439,5.370775539,546.81,633.2164376,21.171,8.635184364,7.915948,10.03185881,1.917,0.542845282,67.4,36.84345261,2.5,1.204159458,0.050071952,0.063837903,1.02093656,1.423441483,0.6205,0.366318782,0.99268976,0.582524924,10.434731,3.909240207,13.2712,16.03671328,70.2,38.56371351,59.3,34.49652156,1.4954,1.288826536,0.7477,0.644413268,0.854368914,0.806349206,7.563,0,-3.677,0.945
28.6,26.08907817,12.2,5.528109984,3.5,1.857417562,2.64,1.043944443,1.2245,0.2099101,1.08,0.62976186,67.76854,65.92275232,1.13,0.841950117,1.109,0.59701675,1187.32,1507.808092,4.5554,6.291536811,549.755,817.4667395,20.476,9.213528314,26.815948,47.62462973,1.87,0.471932199,75.1,32.71223013,2.5,1.204159458,0.048269312,0.080103762,1.12971656,1.754665549,0.6288,0.356226276,1.09196976,0.588418927,10.688512,3.721278625,10.2012,15.09037577,77.9,33.92771728,67.5,30.39490089,1.4272,1.232251744,0.7136,0.616125872,0.920494035,0.676587302,7.458,0,-2.184,0
28.5,25.90463279,12.1,5.593746508,3.5,1.857417562,2.64,1.043944443,1.2153,0.230822031,1.075,0.627793756,67.56984,65.5492852,1.135,0.846052599,1.112,0.598595022,1245.72,1647.597677,4.5514,6.28003365,606.455,972.3406107,20.466,9.226544532,20.615948,32.96336014,1.882,0.483834683,74.8,32.81706873,2.5,1.204159458,0.053449312,0.094597061,1.20223656,1.950331643,0.6287,0.356366118,1.04558976,0.56730045,10.635632,3.749019654,10.2912,15.0772718,77.6,34.04467653,67.2,30.48212591,1.4294,1.234411374,0.7147,0.617205687,0.940984103,0.640079365,7.736,0,-2.33,0.478
28.4,25.72236381,12,5.674504384,3.5,1.857417562,2.61,1.060339568,1.2192,0.221778628,1.08,0.62976186,67.16754,64.80334122,1.138,0.84863184,1.119,0.602784373,1304.12,1793.616751,4.3924,5.824406995,621.755,1014.967561,20.51,9.169869138,16.615948,26.29659096,1.889,0.491862786,74.5,32.94616821,2.6,1.496662955,0.055521312,0.100482016,1.27993656,2.164616891,0.6294,0.35539139,0.95058976,0.62667125,10.575162,3.788642947,10.4112,15.06731021,77.1,34.29125253,66.9,30.59558792,1.4324,1.237406982,0.7162,0.618703491,0.932187751,0.655555556,7.651,0.034,-2.5,0
25.3,21.42918571,12.1,5.593746508,3.4,1.743559577,2.64,1.043944443,1.2141,0.23365207,1.075,0.627793756,58.65384,53.14967847,1.128,0.840378486,1.114,0.599719935,1159.52,1443.980676,3.5274,3.448477032,536.555,782.3196036,20.441,9.259430274,23.815948,40.12481831,1.887,0.489490551,74.9,32.77941427,2.5,1.204159458,0.047958512,0.07924678,1.15043656,1.810060194,0.6395,0.342453866,1.04058976,0.567019134,10.527862,3.825351254,10.4012,15.06781208,77.5,34.08885448,67.1,30.51704442,1.4249,1.23002776,0.71245,0.61501388,0.943724168,0.63531746,6.477,0,-2.293,0.371
26,22.13142562,12.8,5.473572873,3.4,1.743559577,2.625,1.051211206,1.231,0.196135157,1.09,0.634744043,60.72284,55.1265203,1.083,0.815954043,1.107,0.59603775,903.22,1001.712312,2.9601,2.180743793,366.233,409.6651667,21.443,8.377469845,14.215948,24.34557961,1.847,0.456246644,77.4,32.72980293,2.4,0.916515139,0.041742512,0.062561773,0.61896856,0.808895926,0.6364,0.346194223,1.04018976,0.567013765,10.652652,3.739378946,10.1012,15.11058175,80.1,33.79778099,70,30.70179148,1.3409,1.173974229,0.67045,0.586987114,0.906547155,0.702380952,6.817,0,-2.546,0.513
30,27.9177363,11.8,6.209669879,3.8,2.271563338,2.554,1.124590592,1.2747,0.127282403,1.145,0.682440474,71.853627,71.12762804,1.163,0.883799185,1.181,0.662290722,1040.72,1256.47726,3.152,2.663890426,406.62,456.5348131,22.418,8.064426576,5.715948,7.445022657,1.953,0.570123671,74.2,33.9316961,2.4,0.916515139,0.035775152,0.04240643,0.89143656,1.272343936,0.6241,0.361844842,1.04718976,0.547780023,10.499426,3.857917838,12.2712,16.34682149,75.4,36.61201988,63.9,35.08404196,1.4671,1.280435196,0.73355,0.640217598,0.822739009,0.875793651,6.755,0,-2.798,2.004
29.4,26.81492122,11.2,6.16116872,3.8,2.271563338,2.572,1.117316428,1.2477,0.188959281,1.12,0.669776082,70.177287,68.00506102,1.2,0.901764936,1.174,0.659457353,1327.12,1665.253413,4.439,6.250128415,626.08,838.0707951,21.139,9.088003576,19.915948,43.98926504,1.975,0.578398651,72,33.74314745,2.5,1.204159458,0.051418752,0.080091053,1.30583656,1.949205374,0.625,0.360603938,1.10896976,0.567371891,10.667566,3.74929649,12.2912,16.34097075,73.3,36.48849134,61.3,34.30466441,1.5302,1.319932635,0.7651,0.659966317,0.872579604,0.768650794,7.212,0,-2.721,0
25.8,22.20270254,10.8,6.415605973,3.7,2.19317122,2.512,1.151275814,1.2532,0.175123271,1.13,0.673869424,60.246225,55.57296414,1.218,0.915257341,1.197,0.671193713,1358.72,1730.689223,3.031,2.371519597,627.18,840.8459857,21.37,8.788747351,10.315948,16.3365125,2.002,0.598427941,70.9,34.13048491,2.4,0.916515139,0.052247552,0.082353011,1.44051656,2.274561222,0.6384,0.344110506,1.04191976,0.548980373,10.446751,3.904750762,13.1012,16.28902947,72,36.95402549,60,34.57455712,1.5434,1.331454934,0.7717,0.665727467,0.861943106,0.79047619,6.006,0,-3.397,3.024
29.2,26.4643156,11,6.260990337,3.8,2.271563338,2.542,1.13084747,1.2424,0.202669781,1.12,0.669776082,69.576287,66.94211976,1.208,0.907389663,1.184,0.663704754,1443.92,1919.371631,4.276,5.776369119,698.08,1026.293885,21.173,9.041245545,9.715948,14.75468666,1.994,0.591408488,71.4,33.91518834,2.6,1.496662955,0.058670752,0.100244302,1.45605656,2.313699028,0.6256,0.359785547,0.96758976,0.610899176,10.554216,3.815544062,12.5012,16.2927567,72.5,36.72669329,60.7,34.37455454,1.5354,1.324342342,0.7677,0.662171171,0.883080676,0.747619048,7.043,0.033,-2.962,0
26.1,22.42520903,11.1,6.204030948,3.7,2.19317122,2.572,1.117316428,1.2373,0.21614627,1.115,0.668225261,61.062587,56.10416548,1.198,0.900453219,1.179,0.661414394,1299.32,1610.104581,3.411,3.33666678,612.88,805.0774681,21.104,9.137076338,16.915948,35.15040721,1.992,0.589793184,71.8,33.78993933,2.5,1.204159458,0.051107952,0.079246286,1.32655656,1.997390771,0.6357,0.347122471,1.05758976,0.546746419,10.506916,3.851738806,12.4912,16.29450352,72.9,36.58811282,60.9,34.34079207,1.5279,1.318036377,0.76395,0.659018188,0.8934269,0.727380952,6.284,0,-2.79,0.241
26.8,23.07292786,11.8,6.209669879,3.7,2.19317122,2.557,1.123201229,1.2542,0.172657928,1.13,0.673869424,63.131587,57.89434263,1.153,0.881283723,1.172,0.658768548,1043.02,1257.952942,2.8437,1.965941863,442.558,479.5320318,22.106,8.161033268,7.315948,9.261605085,1.952,0.569926311,74.3,33.97072269,2.4,0.916515139,0.044891952,0.062873293,0.79508856,1.246903723,0.6326,0.350779475,1.05718976,0.546753288,10.631706,3.767062811,12.1912,16.37240254,75.5,36.64491779,63.8,35.02227862,1.4439,1.272702279,0.72195,0.636351139,0.860036996,0.794444444,6.312,0,-3.041,3.899
29,26.12278699,10.8,6.415605973,3.8,2.271563338,2.502,1.159558537,1.2532,0.175123271,1.13,0.673869424,69.050375,66.03833482,1.22,0.916940565,1.203,0.675382114,1430.12,1887.741828,3.839,4.522267705,681.18,981.0864037,21.372,8.786350551,10.615948,17.14357232,2.003,0.599367166,70.8,34.18128143,2.4,0.916515139,0.061778752,0.109070096,1.48817256,2.395432818,0.6259,0.359379034,0.98478976,0.58969083,10.525826,3.836679902,12.8412,16.26620745,71.9,37.00662103,60.1,34.53823968,1.5464,1.334223684,0.7732,0.667111842,0.861943106,0.79047619,6.912,0,-3.517,3.587
30.9,29.7,10.9,6.331666447,4.1,2.7,2.49,1.170435816,1.2703,0.135957383,1.16,0.69382995,74.758478,77.01784593,1.195,0.898557177,1.229,0.698619353,1277.02,1567.672237,4.079,5.207550787,492.71,546.6721036,21.536,8.601790744,7.615948,9.828415944,1.932,0.5692943,68.4,36.13364084,2.5,1.204159458,0.038986752,0.04885363,1.16079656,1.638474884,0.6235,0.36268092,1.00548976,0.569343648,10.390271,3.961360085,14.0212,16.66528947,71.2,37.44008547,57.3,36.48575064,1.5068,1.302218553,0.7534,0.651109277,0.830469207,0.858333333,6.752,0,-3.577,0.921
21.6,21.92806421,11.8,6.64529909,3.1,1.7,2.606,1.127361521,1.2713,0.153066032,1.075,0.625399872,50.449587,54.73080336,1.076,0.819624304,1.093,0.590136425,689.96,853.8563102,2.1069,1.311182478,316.934,370.0046182,21.922,8.636473586,12.160848,25.28703937,1.828,0.452123877,71.8,38.93789928,2.4,1.562049935,0.029103312,0.035677719,0.48522096,0.650121737,0.9923,0.907400909,1.27329836,0.798603923,10.797474,3.734675556,11.3862,15.7438757,74.3,39.93256816,63.7,37.70424379,1.2789,1.148609198,0.63945,0.574304599,0.828699616,0.862301587,5.844,0,-2.244,2.078
23.9,25.94012336,10.9,6.487680633,3.2,1.833030278,2.56,1.133587226,1.2113,0.235849974,1.065,0.620906595,56.78214,65.76230745,1.146,0.852199507,1.098,0.592837246,1172.72,1613.085313,3.8739,6.311257869,608.849,971.9319836,20.192,9.401260341,20.915948,33.52944293,1.871,0.483868784,68.1,37.92215711,2.3,1.268857754,0.053179952,0.094656519,1.11624856,1.915022288,0.9624,0.930111735,1.07739466,0.532453707,10.596168,3.801566568,11.7012,15.65119296,70.9,39.29745539,59.8,36.14636911,1.3854,1.219254953,0.6927,0.609627476,0.950180136,0.624206349,6.817,0,-2.451,0
23.8,25.74024087,10.8,6.53911309,3.2,1.833030278,2.53,1.146612402,1.2152,0.22707567,1.07,0.622976725,56.37984,64.95202492,1.149,0.854721592,1.105,0.597231111,1231.12,1764.384757,3.7149,5.839642548,624.149,1014.54,20.236,9.346934471,16.915948,27.04720184,1.878,0.492052843,67.8,37.98104791,2.4,1.562049935,0.055251952,0.100543545,1.19394856,2.135988218,0.9631,0.929487434,0.98239466,0.600364002,10.535698,3.840026381,11.8212,15.63077583,70.4,39.4263871,59.5,36.18079601,1.3884,1.222395697,0.6942,0.611197848,0.941211834,0.63968254,6.705,0,-2.751,1.82
21.5,21.78646369,11.7,6.573431372,3.1,1.7,2.55,1.137154343,1.2733,0.153205777,1.075,0.625399872,50.51914,54.82827471,1.084,0.820697265,1.092,0.589640568,770.32,865.9175028,2.2369,1.614901077,350.515,389.5488005,21.396,8.548875014,12.415948,25.18024343,1.836,0.45543825,71.3,38.61618832,2.3,1.268857754,0.039193952,0.056783734,0.51329656,0.643944694,0.9695,0.923981304,1.16447466,0.596397714,10.653308,3.772887569,11.4012,15.73818798,73.8,39.67568525,63.1,37.23022965,1.2874,1.151154655,0.6437,0.575577328,0.825182961,0.870238095,5.792,0,-2.392,0
31.4,29.5404807,13.2,5.617828762,3.8,2.271563338,2.571,1.103571022,1.2576,0.149481905,1.125,0.661154294,75.45978,75.23148899,1.154,0.872974226,1.161,0.637706045,1033.92,1241.934079,3.5215,3.246174741,479.82,609.732915,21.957,8.183732706,6.015948,7.785164967,1.918,0.513980544,72.8,35.28682474,2.4,0.916515139,0.052040352,0.071684936,0.90697656,1.312296532,0.62,0.366880907,1.03418976,0.562664098,10.484326,3.877401503,11.3512,15.4981025,74.1,38.28694294,66.7,31.88118567,1.4513,1.26126659,0.72565,0.630633295,0.85361881,0.807936508,7.837,0,-2.873,1.446
30.8,28.52998423,12.6,5.713142743,3.8,2.271563338,2.589,1.095878187,1.2306,0.202302348,1.1,0.647302093,73.78344,72.36999424,1.191,0.891531828,1.154,0.634542355,1320.32,1655.484558,4.8085,6.446266396,699.28,913.0081629,20.678,9.129681046,20.215948,43.95128975,1.94,0.524614144,70.6,35.01770981,2.5,1.204159458,0.067683952,0.096156689,1.32137656,1.972253821,0.6209,0.365667185,1.09596976,0.583133841,10.652466,3.770015169,11.3712,15.49311889,72,38.09724399,64.1,31.25523956,1.5144,1.302111839,0.7572,0.651055919,0.90739321,0.700793651,8.414,0,-2.826,0
27.3,24.51142591,12.3,5.967411499,3.7,2.19317122,2.585,1.097362748,1.2316,0.2000101,1.11,0.65184354,64.15574,61.57242857,1.201,0.898837583,1.167,0.640953196,1341.42,1699.205905,3.5715,3.344547869,714.98,948.6039867,20.764,9.018118651,19.115948,40.70725925,1.956,0.537330438,69.8,35.22726217,2.5,1.204159458,0.078043952,0.119961673,1.36281656,2.067984892,0.6329,0.351071061,1.01438976,0.568868668,10.465009,3.893736036,11.8912,15.44500842,71,38.37186469,63.1,31.52919282,1.5236,1.310247015,0.7618,0.655123507,0.905281028,0.704761905,7.155,0,-3.123,0
27.2,24.45322065,12.2,6.079473661,3.7,2.19317122,2.529,1.131383666,1.2361,0.189939174,1.11,0.65184354,63.852378,61.42237331,1.209,0.905355731,1.177,0.647441889,1351.92,1721.416608,3.4005,3.025700324,700.38,915.4682843,20.909,8.843886533,10.615948,16.41042571,1.967,0.54834387,69.5,35.34756003,2.4,0.916515139,0.068512752,0.09791113,1.45605656,2.29343115,0.6343,0.349570036,1.02891976,0.563711241,10.431651,3.923799193,12.1812,15.48651959,70.7,38.49948052,62.8,31.66638596,1.5276,1.313949177,0.7638,0.656974589,0.895896636,0.722619048,6.994,0,-3.516,2.852
30.6,28.21063629,12.4,5.8685603,3.8,2.271563338,2.559,1.110130173,1.2253,0.21474266,1.1,0.647302093,73.18244,71.40244909,1.199,0.897300953,1.164,0.639268332,1437.12,1911.317904,4.6455,5.998094902,771.28,1083.494156,20.712,9.084863015,10.015948,14.84860968,1.959,0.540156459,70,35.15963595,2.6,1.496662955,0.074935952,0.112447952,1.47159656,2.332148773,0.6215,0.364866894,0.95458976,0.622620379,10.539116,3.835458711,11.5812,15.45476396,71.2,38.29830283,63.5,31.38550621,1.5196,1.306644573,0.7598,0.653322286,0.918754381,0.679761905,8.265,0,-3.093,0
27.5,24.63838469,12.5,5.783597496,3.7,2.19317122,2.589,1.095878187,1.2202,0.227121465,1.095,0.645542408,64.66874,61.85582537,1.189,0.890184812,1.159,0.636733068,1292.52,1599.880894,3.7805,3.792529822,686.08,883.9137162,20.643,9.176772908,17.215948,35.12850066,1.957,0.538257373,70.4,35.05481422,2.5,1.204159458,0.067373152,0.095507154,1.34209656,2.019730046,0.6316,0.352503957,1.04458976,0.56189855,10.491816,3.871282785,11.5712,15.45601025,71.6,38.17905185,63.7,31.33065591,1.5121,1.30016164,0.75605,0.65008082,0.929958703,0.65952381,7.363,0,-2.897,0.171
28.2,25.19047439,13.2,5.617828762,3.7,2.19317122,2.574,1.102108888,1.2371,0.18775966,1.11,0.65184354,66.73774,63.36638221,1.144,0.870324078,1.152,0.633763363,1036.22,1243.439599,3.2132,2.74483139,515.758,622.9284375,21.645,8.261555846,7.615948,9.486714919,1.917,0.513693488,72.9,35.32831725,2.4,0.916515139,0.061157152,0.08364749,0.81062856,1.288808165,0.6285,0.356070007,1.04418976,0.56189598,10.616606,3.787541347,11.2712,15.52034062,74.2,38.32179537,66.6,31.82200497,1.4281,1.253122935,0.71405,0.626561467,0.893837577,0.726587302,7.407,0,-3.137,3.227
