z_mean,z_std,grp_mean,grp_std,row_mean,row_std,x_mean,x_std,av_ionrad_mean,av_ionrad_std,atom_rad_mean,atom_rad_std,atom_mass_mean,atom_mass_std,cal_atom_rad_mean,cal_atom_rad_std,cov_rad_mean,cov_rad_std,bp_mean,bp_std,rho_mean,rho_std,mp_mean,mp_std,mol_vol_mean,mol_vol_std,k_mean,k_std,vdw_mean,vdw_std,iupac_mean,iupac_std,val_mean,val_std,heat_fus_mean,heat_fus_std,heat_vap_mean,heat_vap_std,spec_heat_mean,spec_heat_std,ea_mean,ea_std,ie_mean,ie_std,p_mean,p_std,pet_mn_mean,pet_mn_std,mn_mean,mn_std,rsp_mean,rsp_std,av_rsp_mean,av_rsp_std,gtf,of,rho,Ehull,Ef,Eg
19.6,24.72731283,15.2,1.166190379,3.2,2.4,2.722,0.914164099,1.057,0.329751422,0.88,0.445645599,45.548682,61.7254814,0.906,0.674139451,0.946,0.482642725,1338.72,1651.985528,3.2136,3.079696063,866.28,1007.94136,15.114,5.404182084,8.815948,11.2196027,1.856,0.49677359,81.4,24.01332963,2.4,0.489897949,0.139789552,0.200462955,1.58970056,2.08158935,0.7894,0.317622795,1.13861036,0.460760456,11.067304,3.194732458,5.4472,8.221807256,82,31.04834939,74,19.39071943,1.0268,0.967082706,0.5134,0.483541353,0.997147587,0.325396825,6.5,0.03,-3.5,4.501
10.4,6.406246951,13.2,4.261455151,2.4,0.8,2.798,0.796904009,0.9934,0.346528844,0.8,0.291547595,21.95014,14.63429748,0.804,0.477518586,0.872,0.337129055,1630.12,1893.164126,2.5714,1.813798952,939.28,1084.533497,12.958,5.532711451,11.615948,14.25026933,1.78,0.355527777,85.4,16.41462762,2.8,1.166190379,0.152221552,0.204096587,2.01031656,2.425318412,0.8552,0.188079132,1.03761036,0.524445889,11.179682,3.026441564,3.5672,4.499909617,88.6,18.24938355,75.8,15.99249824,0.924,0.763769599,0.462,0.381884799,0.862500906,0.325396825,3.876,0,-2.733,1.798
13.6,12.75303885,12.8,5.035871325,2.6,1.2,2.716,0.923852802,1.046,0.329217253,0.89,0.465188134,29.54301,29.74936331,0.886,0.635219647,0.946,0.482642725,1615.92,1877.940462,2.2438,1.183496075,862.48,1004.375664,15.27,5.526858059,8.815948,11.2196027,1.846,0.477811678,84,19.03680645,2.4,0.489897949,0.128600752,0.199798727,1.85906056,2.27202878,0.817,0.26303688,0.99401036,0.572142424,11.073862,3.184720107,5.6272,8.579902247,82.8,29.47812748,69,29.08607914,1.026,0.965496763,0.513,0.482748382,0.973859639,0.325396825,4.379,0,-3.54,5.167
19.8,25.12687804,15.4,1.2,3.2,2.4,2.692,0.963128237,1.0548,0.329527176,0.88,0.445645599,46.36984,63.36694945,0.906,0.674139451,0.94,0.470786576,1187.92,1597.911104,2.6634,1.993696326,722.08,908.0992774,16.262,6.605199164,13.215948,16.59334633,1.844,0.474029535,81.2,24.4,2.4,0.489897949,0.120934352,0.200787377,1.40322056,2.024609025,0.7882,0.320000875,0.92861036,0.659026971,11.081274,3.173431151,5.2872,7.903645903,81.2,32.62146533,74.4,18.62900964,1.024,0.961532111,0.512,0.480766055,0.992489997,0.325396825,6.105,0,-2.959,0
20,26.04611295,10.8,6.4,2.8,1.6,2.638,0.985949289,1.044,0.277027074,0.88,0.377624152,47.100076,65.75067466,0.928,0.627069374,0.938,0.422298473,1577.72,1942.799327,3.889,4.713294432,846.08,1014.237476,14.074,4.855461255,42.615948,74.22722816,1.724,0.40301861,71.6,32.81219286,2.4,0.8,0.070688352,0.101593528,1.94194056,2.577387567,0.9442,0.530895621,0.80822576,0.829202826,11.40039,2.828587263,4.8412,5.975676109,86,20.25833162,74.6,16.70449041,1.077,0.946945616,0.5385,0.473472808,0.80648395,0.468253968,9.62,0.766,-2.896,1.047
13.6,13.29059818,10.8,6.4,2.6,1.2,2.644,0.977846614,1.046,0.275651954,0.88,0.377624152,29.646876,30.90726026,0.924,0.619728973,0.938,0.422298473,1538.92,1877.377015,2.5292,1.997502681,770.48,894.7397351,14.19,4.845847707,42.615948,74.22722816,1.722,0.399018797,71.8,32.68271715,2.4,0.8,0.061364352,0.084028332,1.83834056,2.394968817,0.971,0.491764578,0.85822576,0.796463904,11.362156,2.890781699,5.1812,6.625336894,85.8,20.61455796,74.4,17.05989449,1.06,0.914078771,0.53,0.457039386,0.810306149,0.468253968,5.896,0.662,-2.876,0.625
30.8,30.1555965,14.8,1.939071943,3.4,1.743559577,2.854,0.718264575,1.1804,0.098866779,1,0.489897949,72.96936,76.75110561,0.904,0.523931293,0.982,0.394481939,908.52,1019.917562,4.9114,4.270957111,388.746,463.6410945,16.732,3.574875662,87.615948,171.2198764,1.67,0.214476106,90,9.797958971,2.4,1.356465997,0.047378352,0.055225129,0.88107656,1.081573816,0.6228,0.364525116,1.32626576,0.199869687,11.143196,3.032469714,3.4012,3.183985075,92.2,11.90630085,82.4,8.708616423,1.1534,0.851545794,0.5767,0.425772897,0.723128373,0.821428571,7.843,0.029,-1.035,0
24,29.563491,15.2,1.166190379,3,1.549193338,2.79,0.806572997,1.098,0.22874877,0.93,0.419046537,56.792028,76.21296644,0.81,0.411825206,0.934,0.34627157,979.92,1130.754181,3.3534,3.250786526,328.454,357.025649,16.678,3.672777695,48.615948,93.24317682,1.694,0.225175487,91.6,6.97423831,2.8,1.166190379,0.046135152,0.053690974,0.95981256,1.213204019,0.7566,0.317353179,1.15243176,0.411408991,10.82511,3.445259113,3.3212,3.091205745,94,8.854377448,84,5.513619501,1.0134,0.679324841,0.5067,0.339662421,0.59618807,0.821428571,8.296,0.053,-2.51,2.917
32.6,31.31517204,13,5.513619501,3.6,1.959591794,2.646,1.036023166,1.261,0.143888846,1.11,0.648382603,78.86112,80.25468669,1.08,0.813019065,1.122,0.604198643,850.12,935.7249647,3.5154,3.234329519,341.76,379.8370682,22.31,8.071307205,5.215948,7.09889501,1.862,0.461146398,78.2,32.82925525,2.6,1.2,0.040540752,0.047789183,0.64279656,0.746874146,0.6168,0.371047382,1.09478976,0.515273062,10.670296,3.669342587,9.9012,15.11694946,80.8,33.83725757,71.2,31.10241148,1.3588,1.18140601,0.6794,0.590703005,0.847295707,0.821428571,7.583,0,-2.251,0
26.8,29.04754723,14.4,2.727636339,3.2,1.6,2.844,0.731289272,1.1166,0.194869803,0.95,0.435889894,63.182358,74.77141039,0.878,0.488278609,0.944,0.354716788,1061.52,1265.294714,4.5934,3.885560582,495.36,663.9724139,16.012,4.915141504,21.615948,39.31349916,1.806,0.36549145,89,11.66190379,3,1.264911064,0.057531152,0.069837113,1.12971656,1.514153846,0.66,0.331000906,1.19826576,0.334209405,11.204156,2.962405931,3.4612,3.256995081,90.8,14.4554488,81,11.50651989,1.0824,0.756192462,0.5412,0.378096231,0.624842071,0.821428571,7.653,0,-1.521,1.806
26.2,29.06819568,13.8,3.919183588,3.2,1.6,2.8,0.792060604,1.151,0.136835668,0.96,0.445421149,61.79494,74.90163063,0.906,0.526786484,0.97,0.380736129,1010.32,1180.032254,4.2414,3.544199577,577.76,823.255415,16.124,4.702784707,20.415948,36.92139612,1.816,0.381921458,87.2,15.10496607,3.4,1.743559577,0.066440752,0.084618078,1.05512456,1.379809237,0.6654,0.327256841,1.19906576,0.332927111,10.981256,3.233581526,4.2812,4.463322637,89.4,17.0833252,79.2,15.10496607,1.1664,0.870383731,0.5832,0.435191866,0.677836566,0.821428571,8.433,0.011,-2.006,1.601
26.6,29.04892425,14.2,3.12409987,3.2,1.6,2.834,0.744623395,1.1336,0.165160044,0.96,0.445421149,62.56472,74.8167001,0.886,0.498942883,0.956,0.366038249,1048.32,1243.065486,4.3882,3.674041448,503.96,680.4738161,16.096,4.755773754,17.615948,31.34451786,1.814,0.378607977,88.4,12.8,2.8,1.166190379,0.052558352,0.062282655,1.07170056,1.409405636,0.6656,0.327124197,1.09606576,0.512921054,11.208436,2.957613219,3.6412,3.491645022,90.2,15.57433787,80.4,12.70590414,1.1004,0.779022875,0.5502,0.389511438,0.651031211,0.821428571,8.104,0.002,-1.778,1.903
27.6,29.09707889,15.2,1.166190379,3.2,1.6,2.83,0.750039999,1.115,0.197737199,0.94,0.42708313,65.34032,74.77333699,0.846,0.448802852,0.94,0.351226423,916.92,1032.549726,3.9942,3.372345498,202.342,196.1751887,17.038,3.033073689,7.415948,11.22515653,1.7,0.229346899,91.4,7.310266753,2.8,1.166190379,0.035547232,0.044279829,0.88314856,1.084949552,0.65,0.338735295,1.15186576,0.412399356,10.827816,3.441460321,3.5852,3.416305513,94.2,8.541662602,84.2,5.114684741,1.0174,0.683256204,0.5087,0.341628102,0.62237721,0.821428571,7.516,0.002,-1.973,1.903
31.2,30.38025675,15.2,1.166190379,3.4,1.743559577,2.824,0.758250618,1.151,0.136835668,0.99,0.477912126,74.35932,77.4304601,0.886,0.498942883,0.976,0.387484193,890.52,993.264594,4.2754,3.572545233,227.71,214.8517265,17.83,1.847051705,18.015948,32.14072248,1.712,0.23928226,91.2,7.652450588,2.8,1.166190379,0.030719472,0.042871727,0.82927656,0.999061525,0.6224,0.364951284,1.12586576,0.458600314,10.785228,3.501739249,4.0012,4.017003978,93.8,9.173875953,84.4,4.715930449,1.0884,0.763689885,0.5442,0.381844942,0.677836566,0.821428571,8.697,0.039,-1.798,2.389
25.2,29.21232617,12.8,5.9126982,3.2,1.6,2.632,1.059856594,1.267,0.153609896,1.12,0.664529909,57.41538,75.97898176,1.06,0.777560287,1.098,0.563929074,627.92,706.057149,2.9846,3.404939741,209.066,200.0449745,23.866,11.14251964,21.615948,39.31349916,1.876,0.48615224,77.4,34.41859962,2.4,1.356465997,0.028792512,0.04290766,0.51205336,0.644219537,0.7272,0.309036179,1.16615976,0.387625856,10.496088,3.935394633,10.6412,16.57753857,80,35.41750979,70,33.50223873,1.4164,1.282329069,0.7082,0.641164534,0.856538933,0.821428571,5.535,0,-1.587,0.491
22,30.56141358,12.8,5.9126982,2.8,1.6,2.664,1.005695779,1.143,0.14951923,0.97,0.45563143,52.78392,78.1769997,0.908,0.529656492,0.948,0.358351782,744.52,804.4441519,2.9204,3.447232722,232.498,219.5169679,17.282,2.623268191,18.615948,33.33537016,1.69,0.222710575,77.8,33.62380109,2.4,1.356465997,0.030180752,0.042846881,0.65730056,0.762947845,1.2898,1.181147476,1.18947556,0.348472041,10.7063,3.616102542,6.8212,9.10533651,80.4,34.62715697,69.6,34.30218652,1.0004,0.667050703,0.5002,0.333525351,0.665512265,0.821428571,7.049,0,-1.645,0.145
26.4,29.05580837,14,3.521363372,3.2,1.6,2.778,0.824291211,1.0926,0.238769847,0.96,0.445421149,62.38333,74.83386936,0.896,0.512663632,0.97,0.380736129,888.32,990.0475754,4.3074,3.600193028,445.56,569.2315719,16.148,4.657421604,3.175948,3.857690786,1.816,0.381921458,87.8,13.94847662,3,1.264911064,0.051315152,0.060502205,0.80855656,0.967193462,0.6716,0.323349718,1.06205776,0.576189011,11.11476,3.066263065,3.8412,3.775593326,90,15.94992163,79.8,13.90539464,1.1224,0.808229571,0.5612,0.404114786,0.587869167,0.821428571,8.309,0.026,-1.821,0.365
23.6,29.72271858,12.8,5.9126982,3,1.549193338,2.654,1.0224989,1.195,0.088881944,1.04,0.542586399,55.993674,76.54125929,0.954,0.599252868,1.024,0.449426301,652.72,721.8166149,3.007,3.391203385,215.934,204.8353364,19.434,2.657499577,29.615948,55.27835063,1.78,0.324653662,77.6,34.02116988,2.4,1.356465997,0.029351952,0.042861548,0.55515096,0.668567288,0.8218,0.370051564,1.17545096,0.371816593,10.655772,3.690999879,6.7832,9.032416075,80.2,35.02227862,69.8,33.90221232,1.2084,0.933598543,0.6042,0.466799272,0.745620222,0.821428571,6.115,0,-1.596,1.068
25.6,29.13829096,13.2,5.114684741,3.2,1.6,2.74,0.882360471,1.14,0.154434452,1,0.489897949,60.386902,75.13839786,0.942,0.580496339,1.032,0.460886103,1042.12,1232.681277,3.4104,3.24131477,504.56,681.6263657,17.678,2.033050909,4.815948,6.388041074,1.748,0.279528174,85.4,18.60752536,2.8,1.166190379,0.057116752,0.069184477,1.01161256,1.302933651,0.6892,0.314665791,1.10346576,0.499319612,10.940256,3.287610603,5.5212,6.649982929,81.8,31.86471403,71.6,30.30247515,1.2284,0.964816169,0.6142,0.482408085,0.660890652,0.821428571,7.085,0.021,-2.794,3.106
29,29.39387691,13,5.513619501,3.4,1.743559577,2.658,1.015763752,1.227,0.098772466,1.08,0.601331855,68.91972,75.3238015,1.012,0.694475342,1.082,0.537788062,752.52,813.2121947,3.3394,3.253719754,351.76,397.292082,21.466,6.421880099,8.615948,13.54864805,1.824,0.395302416,78.4,32.43208288,2.6,1.2,0.040540752,0.047789183,0.63658056,0.7402266,0.6358,0.351385486,1.07546576,0.551109932,10.766936,3.527944833,7.4812,10.37890018,81,33.44248795,71,31.50238086,1.3204,1.115661526,0.6602,0.557830763,0.794917427,0.821428571,7.136,0,-2.271,0.341
22.8,19.19791655,13.2,6.112282716,3.2,1.6,2.814,1.028933428,1.2946,0.296190209,1.11,0.774854825,52.16153,47.35467072,1.072,0.970492658,1.124,0.690437542,309.32,330.8697049,1.8572,0.655012183,146.358,112.7048954,28.56,21.21071805,7.239948,14.38007152,1.968,0.742088943,79.6,36.31859028,2.4,1.356465997,0.017728032,0.022467076,0.18447016,0.243610113,0.78926,0.27384943,1.64370856,0.941465874,11.312378,3.774486941,12.9752,23.23871527,81.8,36.91828815,72.2,33.74255473,1.381,1.491909515,0.6905,0.745954757,1.012980783,0.700793651,3.944,0,-1.071,4.171
27.8,28.11689883,15.4,1.743559577,3.2,1.6,3.056,0.559771382,1.1816,0.149412985,0.89,0.372021505,65.69844,71.84360045,0.818,0.480266593,0.9,0.296378137,246.496,213.3445778,4.1882,4.718571453,132.904,96.17406752,17.19,1.811342044,1.699948,3.30022434,1.592,0.129522199,93,9.570788891,2.6,1.2,0.018142432,0.022554576,0.17452456,0.224103143,0.76876,0.314820854,1.44574336,1.227673405,12.621098,1.296272643,2.0952,1.701951633,95,10.56409012,85.4,7.838367177,1.001,0.759838141,0.5005,0.37991907,0.826552724,0.700793651,5.52,0,-0.405,3.192
15.6,10.59433811,13.2,6.112282716,2.8,0.979795897,2.82,1.017133226,1.2366,0.203465574,1.03,0.622575297,31.6001,24.76153339,0.962,0.755311856,1.042,0.536447574,326.92,364.7664151,1.6526,0.766527912,153.346,122.7487045,23.56,11.22918341,20.039948,39.98004237,1.832,0.476461961,80,35.519009,2.4,1.356465997,0.018225312,0.022575687,0.21119896,0.296288368,0.89226,0.068512411,1.64967736,0.934081712,11.40173,3.599024187,9.7712,16.83692588,82.2,36.11869322,71.8,34.53925303,1.257,1.249362237,0.6285,0.624681119,0.917292045,0.700793651,3.009,0,-1.058,3.846
14,10.56409012,13.2,6.112282716,2.6,0.8,2.842,0.973907593,1.1646,0.146029586,0.95,0.475394573,30.178394,25.00977337,0.856,0.551565046,0.968,0.404296921,351.72,412.9003095,1.675,0.744234103,160.214,133.3121809,19.128,2.507735233,28.039948,55.98003769,1.736,0.296013513,80.2,35.1192255,2.4,1.356465997,0.018784752,0.022749287,0.25429656,0.381683651,0.98686,0.122063092,1.65896856,0.92277706,11.561414,3.286318793,5.9132,9.139962153,82.4,35.71890256,71.6,34.93765877,1.049,0.849608145,0.5245,0.424804072,0.798506024,0.700793651,3.16,0,-1.014,4.47
19.2,13.73171512,13.2,6.112282716,3,1.264911064,2.82,1.017133226,1.2646,0.245773554,1.12,0.794103268,42.674,32.71692245,1.006,0.841085014,1.076,0.599653233,312.72,337.3971334,1.7878,0.667293459,148.532,115.7421587,25.524,15.14702558,11.639948,23.18005424,1.888,0.585129046,79.8,35.91879731,2.4,1.356465997,0.017935232,0.022507054,0.19897416,0.272157501,0.81366,0.225097007,1.64656736,0.937917471,11.369024,3.663213417,10.5512,18.39501566,82,36.51848847,72,34.14088458,1.339,1.409543898,0.6695,0.704771949,0.963486608,0.700793651,3.607,0,-1.062,4
28,28.48859421,15.6,1.356465997,3.2,1.6,2.98,0.704953899,1.1992,0.160608094,0.97,0.511468474,66.4571,73.2699041,0.788,0.425130568,0.926,0.335237229,469.72,644.9749961,3.8514,4.052569881,201.44,204.7913045,17.816,0.983495806,9.239948,18.38006161,1.674,0.191791554,93.6,8.380930736,2.8,1.166190379,0.022099952,0.024810044,0.39374216,0.659414515,0.76666,0.319018342,1.58938336,1.012674745,11.755238,2.908703707,2.6112,2.641979743,95.8,8.975522269,86.4,6.05309838,0.966,0.695430802,0.483,0.347715401,0.855589306,0.700793651,5.629,0.007,-0.653,3.51
17.2,19.41545776,12.8,5.455272679,2.8,1.6,2.752,0.992761804,1.114,0.416634132,0.93,0.611228272,39.46718,48.95429043,0.928,0.804373048,0.978,0.587278469,1342.72,1678.831268,2.0128,0.815928036,992.88,1450.514091,19.106,10.61209046,31.615948,54.63727899,1.788,0.451415551,78,32.77804143,2.4,0.8,0.235515952,0.427283275,1.79275656,2.860318116,0.7344,0.2768,1.15801356,0.512524356,11.465236,3.257381304,8.7732,15.46785066,82.4,34.27885646,69.4,30.44733157,1.0874,1.159282985,0.5437,0.579641493,1.246502339,0.238095238,3.973,0.013,-2.68,4.464
10,5.059644256,12.8,5.455272679,2.4,0.8,2.774,0.951621774,1.044,0.374891984,0.86,0.471593045,20.01738,10.14857516,0.81,0.569771884,0.9,0.431740663,1265.52,1648.863413,1.6208,0.326480872,1015.88,1451.356142,16.714,6.659488269,68.015948,85.4039299,1.714,0.306045748,78.4,31.98499648,2.4,0.8,0.236634832,0.426889262,1.82383656,2.857271899,0.8196,0.124276466,1.13399956,0.560052828,11.645528,2.913010257,5.3932,8.711305078,82.8,33.48074073,69,31.2409987,1.007,0.998802283,0.5035,0.499401141,1.087856586,0.238095238,2.608,0,-2.699,5.002
15.6,16.21850795,14.8,1.6,2.6,1.2,2.912,0.701524055,1.034,0.372859223,0.81,0.372021505,34.48398,38.99412226,0.744,0.439208379,0.836,0.304473316,1122.12,1630.965459,3.0408,2.823316801,911.724,1459.171221,14.074,4.705433455,47.415948,59.61147791,1.568,0.069971423,90.4,8.8,2.4,0.8,0.231993552,0.428597615,1.70987656,2.8750035,0.7394,0.267253138,0.98398956,0.858212228,12.221656,1.854351213,2.3052,2.554489256,94.6,10.07174265,81.6,6.97423831,0.85,0.685857128,0.425,0.342928564,1.065192908,0.238095238,4.745,0,-1.776,2.629
11.4,7.838367177,14.2,2.712931993,2.4,0.8,2.95,0.636427529,0.9696,0.385228036,0.77,0.292574777,23.788418,17.64015898,0.726,0.403762306,0.8,0.233238076,1554.12,1826.360493,3.0908,2.922676472,1146.48,1483.42517,12.808,5.592092274,48.015948,60.12045543,1.732,0.34119789,88.8,11.70299107,2.8,0.979795897,0.252506352,0.422538756,2.27967656,2.965869781,0.7776,0.195813789,1.26148956,0.309493977,11.999096,2.252450554,2.3332,2.609908075,92.4,14.3888846,79.2,11.28538878,0.811,0.608287761,0.4055,0.30414388,0.919238816,0.238095238,4.086,0,-1.728,2.407
11.8,8.634813258,14.6,1.959591794,2.4,0.8,2.954,0.629717397,0.98,0.380315658,0.77,0.292574777,24.71098,19.47886428,0.712,0.376265863,0.812,0.25693579,1554.12,1826.360493,3.0948,2.930627127,1064.434,1457.906018,12.896,5.497470691,108.015948,155.7323197,1.532,0.096,90,9.507891459,2.4,0.8,0.246083152,0.424018621,2.12427656,2.897247948,0.77028,0.209231913,1.37608956,0.104480404,11.968172,2.309124223,2.0732,2.096493301,94,11.24277546,80.4,9.068627239,0.815,0.61623859,0.4075,0.308119295,0.942809042,0.238095238,3.427,0.086,-1.363,0
18.6,22.2135094,14.2,2.712931993,3.2,2.4,2.814,0.877532905,1.0558,0.378637769,0.87,0.491528229,42.39458,54.80648601,0.884,0.716787277,0.944,0.519445859,1274.12,1651.514411,2.3596,1.478268392,1012.68,1451.151695,17.268,7.489121177,30.815948,54.85961878,1.818,0.510779796,83.6,21.72187837,2.6,0.8,0.238209552,0.426354006,1.86527656,2.855311004,0.7298,0.285610504,1.15188956,0.524636325,11.556976,3.081687701,6.3732,10.66985305,83.2,32.68271715,72.6,24.113067,1.0094,1.003591271,0.5047,0.501795636,1.114599728,0.238095238,5.272,0,-2.631,0.325
11.2,7.440430095,14,3.098386677,2.4,0.8,2.94,0.653329932,0.9866,0.3777595,0.78,0.312409987,23.17078,16.40998545,0.734,0.41950447,0.812,0.25693579,1540.92,1814.61797,2.8856,2.515227672,1155.08,1487.123471,12.892,5.501684833,44.015948,57.11914518,1.74,0.356875328,88.2,12.82809417,2.6,0.8,0.247533552,0.423650861,2.22166056,2.93659294,0.7832,0.185673261,1.15928956,0.510001518,12.003376,2.244628226,2.5132,2.966693135,91.8,15.57433787,78.6,12.41933976,0.829,0.644076082,0.4145,0.322038041,0.95776707,0.238095238,3.779,0,-1.895,0
9.8,4.664761516,12.6,5.851495535,2.4,0.8,2.738,1.019066239,1.12,0.422184794,0.94,0.631189354,18.02144,6.2329043,0.908,0.764549541,0.954,0.539392251,1120.52,1631.049157,1.482,0.450894223,860.186,1473.951274,20.662,13.47579519,48.015948,60.12045543,1.802,0.479099155,77.2,34.36509857,2.2,0.979795897,0.223767712,0.432098934,1.66201336,2.887787466,0.8448,0.09208344,1.22938356,0.372027051,11.291028,3.593154417,9.5132,16.947462,81.6,35.87533972,68.2,32.82925525,1.145,1.274303731,0.5725,0.637151866,1.260100546,0.238095238,1.878,0,-1.825,0.876
8.4,1.959591794,12.8,5.455272679,2.2,0.4,2.836,0.837247872,0.988,0.377274436,0.8,0.352136337,16.86278,4.029034473,0.712,0.376265863,0.83,0.292574777,1186.72,1632.82916,1.6584,0.326987217,977.48,1450.765478,14.274,4.67669798,60.015948,73.74338214,1.598,0.096,78.6,31.58860554,2.4,0.8,0.236966352,0.426774701,1.76789256,2.863724377,0.8974,0.101537382,1.04616956,0.734439593,11.952144,2.338601537,2.9532,3.841360717,94.2,10.85172797,81.2,7.652450588,0.813,0.612263015,0.4065,0.306131508,0.960939985,0.238095238,2.899,0,-2.459,4.966
11,7.042726745,13.8,3.487119155,2.4,0.8,2.884,0.750802238,0.9456,0.400476516,0.78,0.312409987,22.98939,16.04885286,0.744,0.439208379,0.826,0.28464715,1380.92,1698.662055,2.8048,2.355070988,1096.68,1465.7991,12.944,5.447563125,29.575948,55.29404782,1.742,0.360799113,87.6,13.9656722,2.8,0.979795897,0.246290352,0.423964888,1.95851656,2.859690051,0.7892,0.174951879,1.12528156,0.577327937,11.9097,2.416978009,2.7132,3.363924518,91.6,15.96997182,78,13.56465997,0.851,0.687847367,0.4255,0.343923683,0.864845986,0.238095238,3.559,0,-2.026,3.473
11.6,8.236504113,14.4,2.332380758,2.4,0.8,2.956,0.62637369,0.964,0.388309155,0.77,0.292574777,23.74046,17.5446135,0.72,0.391969387,0.796,0.225353056,1551.32,1823.84404,3.0924,2.925856702,1138.48,1480.156044,12.792,5.609717996,46.215948,58.65395617,1.578,0.074404301,89.4,10.59433811,2.4,0.8,0.254578352,0.422143675,2.28589256,2.969258408,0.7824,0.18711451,1.36028956,0.12795759,11.950856,2.340973257,2.1932,2.333091546,93,13.20605922,79.8,10.16661202,0.843,0.671927079,0.4215,0.33596354,0.906547155,0.238095238,4.23,0,-1.589,3.391
22.4,29.81006541,15.2,0.979795897,2.8,1.6,3.04,0.494813096,1.0406,0.37408213,0.86,0.471593045,53.44178,76.89462929,0.73,0.411630903,0.84,0.312409987,1318.52,1667.957863,3.5788,3.894148554,913.002,1458.895351,15.126,4.930337108,35.015948,54.21147304,1.656,0.194894843,91.8,6.493073232,2.8,0.979795897,0.228823392,0.429875806,1.87149256,2.855224261,0.7188,0.306771837,1.20188956,0.42597455,11.906228,2.423408764,2.1932,2.333091546,96,7.375635566,83.8,4.118252056,0.825,0.636121058,0.4125,0.318060529,1.080150936,0.238095238,6.272,0,-1.819,3.329
13.4,11.8253964,12.6,5.851495535,2.6,1.2,2.738,1.019066239,1.148,0.451415551,1.03,0.810925397,29.09534,28.22853203,0.952,0.852183079,0.988,0.607236363,1106.32,1632.066752,1.6172,0.327339823,855.372,1475.691979,22.626,17.21389625,39.615948,54.98524427,1.858,0.590132189,77,34.76204827,2.2,0.979795897,0.223477632,0.432233319,1.64978856,2.891551692,0.7662,0.216779519,1.22627356,0.378114318,11.258322,3.6564566,10.2932,18.50711961,81.4,36.27450896,68.4,32.43208288,1.227,1.43809805,0.6135,0.719049025,1.323558847,0.238095238,2.905,0.064,-1.726,3.919
13.6,12.22456543,12.8,5.455272679,2.6,1.2,2.764,0.970290678,1.08,0.390691694,0.9,0.55136195,29.52578,29.08816011,0.86,0.669059041,0.938,0.507480049,1245.12,1643.278068,1.8368,0.512472594,1002.88,1450.701048,18.262,9.12702887,35.015948,54.21147304,1.75,0.376510292,78.2,32.38147619,2.4,0.8,0.235515952,0.427283275,1.78654056,2.861089033,0.7534,0.24071776,1.13868956,0.550763577,11.561876,3.072329194,6.3532,10.62987734,82.6,33.87978748,69.2,30.84412424,1.049,1.082623665,0.5245,0.541311832,1.16944583,0.238095238,3.636,0,-2.71,4.426
12,9.033271833,14.8,1.6,2.4,0.8,2.904,0.715502621,0.992,0.376,0.77,0.292574777,25.08358,20.22180342,0.706,0.364505144,0.8,0.233238076,1150.12,1630.516976,2.7388,2.224404855,931.416,1455.41306,13.306,5.113713328,52.015948,63.98704226,1.53,0.098792712,90.6,8.452218644,2.4,0.8,0.234169152,0.427772595,1.74924456,2.866842538,0.771,0.207904786,1.00470956,0.816948134,12.301736,1.716769126,1.9832,1.919598958,94.8,9.68297475,81.4,7.310266753,0.783,0.552671693,0.3915,0.276335846,0.970005456,0.238095238,4.244,0,-1.832,3.563
28.8,26.58119636,12.8,4.664761516,3.4,1.743559577,2.662,0.960799667,1.144,0.161071413,0.98,0.465403051,67.77984,66.77173335,1.026,0.685028467,1.034,0.468427155,1237.32,1856.156255,5.2494,4.905582966,652.924,949.799324,15.704,2.032944662,24.015948,37.56107913,1.734,0.398677815,83.2,18.65904606,2.4,0.8,0.067269552,0.101430656,1.53375656,2.526424843,0.6262,0.359635037,0.76676576,0.896905947,11.33461,2.879506005,5.1932,6.061230581,85.6,20.45091685,75.2,16.47300823,1.304,1.050801599,0.652,0.525400799,0.634891621,0.865079365,8.807,0.015,-2.966,2.324
18.8,15.57433787,12.8,4.664761516,3,1.264911064,2.71,0.895321171,1.1444,0.160341635,0.95,0.431277173,41.65524,37.46900029,0.962,0.592229685,1.004,0.424339487,974.12,1344.251409,3.4888,2.842641194,539.924,731.026388,15.144,2.81477246,23.815948,37.56861782,1.72,0.370729012,83.6,17.95104454,2.4,0.8,0.053179952,0.074387273,1.10899656,1.69198595,0.7014,0.281841516,0.74736576,0.910421566,11.335216,2.878557059,4.8732,5.486689727,85.8,20.103731,74.8,17.20929981,1.238,0.953737909,0.619,0.476868955,0.635493414,0.865079365,6.084,0.042,-2.658,2.127
19,15.62049935,13,4.289522118,3,1.264911064,2.728,0.872224742,1.1294,0.188099548,0.94,0.421188794,42.27014,37.59092461,0.952,0.578943866,0.99,0.405166632,998.12,1390.481244,3.8094,3.024006653,588.324,824.2535876,14.68,3.600533294,25.615948,37.65399888,1.712,0.354761892,84.2,16.90443729,2.6,1.2,0.061675152,0.090610019,1.16701256,1.805128717,0.6952,0.286072998,0.83656576,0.861079286,11.318836,2.904275655,4.4332,4.724254455,86.4,19.07459043,75.4,16.10714127,1.208,0.912521781,0.604,0.45626089,0.612926176,0.865079365,4.957,0,-2.088,1.685
